Frequency,Dutch Word,English Word
3382,koninklijke,royal
3382,lage,low
3381,liepen,ran
3380,bewerkt,edited
3376,concentreer,concentrate
3375,zaal,room
3375,jarig,birthday
3374,grapjes,jokes
3374,piano,piano
3374,finn,FINN
3374,ontwikkeld,developed
3373,ronnie,Ronnie
3372,l.a.,la.
3372,kou,cold
3372,vaardigheden,skills
3370,gestraft,punished
3369,omdraaien,turn around
3369,besmet,infected
3368,spoedig,soon
3368,beurs,stock market
3368,schietpartij,shooting party
3367,opblazen,to blow up
3367,up,up
3366,vergiftigd,poisoned
3366,leerling,pupil
3364,algemeen,general
3364,zonen,sons
3362,ongemakkelijk,uncomfortable
3361,indien,if
3361,prooi,prey
3359,bevindt,stained
3359,aankomt,arrival
3358,uitgang,Exit
3356,jongedame,young lady
3356,goedkope,cheap
3353,bewaking,surveillance
3352,franklin,Franklin
3350,by,by
3347,huil,cry
3347,kurt,kurt
3346,lauren,Lauren
3346,barney,barney
3345,klimmen,to climb
3344,November,November
3343,uitkomt,outcoming
3343,spelers,players
3342,bijt,bite
3342,schreeuwde,shouted
3342,professionele,professional
3341,bestanden,files
3338,joan,Joan
3338,voordeur,front door
3336,slaven,slaves
3335,dana,Dana
3335,regelmatig,regularly
3334,mysterieuze,mysterious
3334,doorgeven,pass around
3334,modder,mud
3329,ned,ned
3329,kroon,Crown
3328,maffia,mafia
3328,functie,function
3328,verward,confused
3328,veranderingen,changes
3327,sectie,section
3327,vreugde,joy
3324,serieuze,serious
3323,nuchter,sober
3322,typisch,typical
3321,rechtszaal,courtroom
3320,overdreven,overdone
3318,beu,sick of
3316,buitenaardse,extraterrestrial
3315,vergelijken,to compare
3314,gabriel,gabriel
3313,nagels,nails
3313,neal,NEAL
3312,melissa,melissa
3312,mel,mel
3312,louise,louise
3311,telefoonnummer,phone number
3310,snij,cut
3309,rory,rory
3309,droomde,dreamy
3309,zeep,soap
3308,accent,accent
3308,gefaald,failed
3307,drieën,three
3306,werknemers,employees
3305,krachtig,powerful
3304,cliënten,clients
3300,geneukt,fucked
3298,bronnen,sources
3298,zelden,rarely
3297,falen,to fail
3297,congres,Congress
3295,verlof,leave of absence
3295,stefan,stefan
3295,secretaresse,Secretary
3294,schouders,shoulders
3294,that,that
3293,christopher,Christopher
3293,afleiding,distraction
3292,schakelen,to change gear
3291,gestoorde,disturbed
3290,jungle,jungle
3286,juwelen,jewellery
3286,felix,felix
3286,riem,Belt
3284,geleefd,lived
3282,oproepen,to call to action
3282,schoen,shoe
3282,colin,colin
3282,opgevallen,noticeable
3281,phoebe,Phoebe
3280,herhalen,to repeat
3280,relax,relax
3279,exact,exactly
3278,enge,scary
3278,caesar,Caesar
3277,alison,alison
3277,avenue,Avenue
3277,troost,consolation
3276,aangeklaagd,accused
3274,shaw,shaw
3273,verre,distant
3268,hakken,Heels
3268,gewapende,armed
3265,oktober,October
3263,uniek,unique
3262,professioneel,professional
3261,recente,recent
3257,duw,push
3257,cocaïne,cocaine
3256,opsporen,track down
3256,lek,leak
3253,ralph,Ralph
3252,cellen,cells
3251,teams,teams
3251,allemachtig,good Lord
3251,kenden,knitted
3250,voetbal,football
3250,achternaam,last name
3249,levenslang,lifetime
3248,defensie,defence
3248,bond,bond
3248,turner,gymnast
3248,curtis,curtis
3245,earl,earl
3243,afghanistan,Afghanistan
3242,opent,opens
3239,parkeerplaats,parking spot
3238,grazen,graze
3238,ambassade,embassy
3236,verdragen,treaties
3236,simpson,simpson
3235,bloem,flower
3234,vrijwillig,voluntarily
3233,geobsedeerd,obsessed
3226,pierce,pierce
3226,pleegde,commanded
3225,bloedt,bleed
3224,lets,lets
3224,regelt,arranges
3224,aanvaard,accepted
3222,kalmeren,to calm down
3222,hersteld,restored
3221,veronica,veronica
3221,tijger,Tiger
3220,monsieur,monsieur
3220,overeind,solidify
3219,karl,karl
3218,klop,knock
3218,wenst,wish
3218,brooke,brooke
3217,stille,silent
3213,spaans,Spanish
3212,terugkwam,returned
3212,pet,cap
3212,bud,bud
3210,kleintje,Shorty
3210,kwartier,quarter
3209,amerikaans,American
3206,rita,rita
3204,doorgaat,go through
3204,verblijf,residence
3202,script,script
3201,sandra,Sandra
3201,chase,chase
3200,innemen,to take
3200,tekort,shortage
3199,ritje,ride
3199,porno,porn
3199,vrouwtje,female
3198,tof,cool
3196,streng,strict
3196,grootmoeder,grandmother
3195,britten,British
3195,clown,clown
3193,loyaliteit,loyalty
3193,ln,ln
3192,zweet,sweat
3192,cultuur,culture
3191,tiener,teenager
3189,wijf,bitch
3189,doorstaan,to endure
3189,gina,gina
3184,tracy,Tracy
3182,drijven,to conduct
3181,plots,suddenly
3181,verhouding,ratio
3179,geladen,loaded
3179,totale,total
3178,fransen,French
3177,respecteren,to respect
3177,doorzocht,searched
3175,beledigd,insulted
3175,gebeten,bitten
3175,verstop,hidden
3174,coördinaten,coordinates
3173,complete,complete
3172,beleid,policy
3172,detail,detail
3171,wallace,Wallace
3171,apparatuur,equipment
3168,achterhalen,track down
3168,voortdurend,continual
3167,scholen,schools
3165,traceren,trace
3165,praktijk,practice
3164,bewijsmateriaal,evidence
3164,smeris,esmeris
3164,seksueel,sexual
3163,klappen,clap
3162,keken,watch
3161,verstaan,understand
3161,troon,throne
3161,elkaars,each other's
3160,verrassen,to surprise
3160,bedank,thank
3160,kwijtgeraakt,lost
3158,warren,warren
3158,liefst,sweetest
3157,for,for
3157,se,se
3156,bevolking,population
3155,verbeteren,improve
3154,trauma,trauma
3152,elektrische,electrical
3152,cowboy,cowboy
3151,engelen,angels
3150,stuart,stuart
3149,bitch,bitch
3148,salaris,salary
3146,voortaan,from now on
3146,bruin,brown
3146,emotionele,emotional
3144,blank,White
3143,lamp,lamp
3142,district,district
3140,vermoorde,murdered
3139,arrest,judgment
3136,bishop,bishop
3135,elliot,elliot
3133,stoer,cool
3133,verklaar,explain
3132,banen,courage
3132,lente,spring
3131,palmer,palmer
3131,geniaal,genius
3131,beëindigen,to end
3131,achteraan,at the back
3130,dekken,cover
3128,lake,lake
3128,onbeleefd,impolite
3126,bestand,file
3126,machines,machines
3125,radar,radar
3124,anderson,Anderson
3124,extreem,extremely
3122,ingebroken,broke into
3122,militair,military
3122,gebruikten,used
3122,morgens,morning
3119,getuigenis,testimony
3119,bod,bid
3116,gebakken,fried
3115,stapel,pile
3113,jen,jen
3113,misselijk,nauseous
3112,front,front
3112,bingo,bingo
3112,wolven,wolves
3111,plaat,plate
3111,rob,Rob
3111,paus,Pope
3110,overdag,during the day
3109,sandy,Sandy
3108,beschuldigen,to blame
3108,lex,lex
3103,getest,tested
3102,treffen,strike
3102,succesvol,successful
3098,opening,opening
3098,terrorist,terrorist
3097,dale,dale
3096,heksen,witch
3095,politiebureau,police station
3094,beroven,to rob
3091,schaal,Scale
3089,reageerde,responded
3086,ontsnapte,escaped
3086,verschijnen,to show up
3085,janet,Janet
3083,maart,March
3081,nicky,nicky
3080,insecten,insects
3078,schok,shock
3077,zeldzaam,rare
3077,sydney,Sydney
3076,ford,Ford
3075,seattle,seattle
3074,kritiek,criticism
3073,smeken,to beg
3073,put,well
3070,superman,superman
3070,ontbreekt,is missing
3068,vietnam,Vietnam
3068,bijeen,together
3067,besparen,to spare
3063,naaien,sew
3063,offer,sacrifice
3063,mia,mia
3061,naomi,Naomi
3061,autopsie,autopsy
3058,manny,manny
3058,zowat,just about
3058,sebastian,Sebastian
3057,eve,eve
3057,verse,fresh
3056,zwaartekracht,gravity
3055,vanwaar,from where
3055,stevie,stevy
3053,helm,helmet
3052,jill,Jill
3051,gesneden,cut
3051,sue,sue
3051,regent,is raining
3048,verhoor,question
3047,riskant,risky
3046,dieven,thieves
3045,leerlingen,pupils
3044,natalie,natality
3043,inzetten,to stake
3043,opstand,revolt
3043,schild,shield
3043,sukkels,losers
3041,zinloos,meaningless
3040,versta,mean
3039,mannelijke,male
3038,verkiezingen,elections
3038,fysiek,physically
3037,paradijs,paradise
3037,actrice,actress
3037,jager,Hunter
3036,leiders,leaders
3035,katherine,katherine
3035,staf,staff
3034,aanklagen,to sue
3034,toezicht,supervision
3033,geluisterd,listened
3033,lichte,light
3032,activiteiten,activities
3031,nutteloos,useless
3030,apen,monkeys
3030,moskou,Moscow
3029,sokken,socks
3028,opgezet,set up
3028,bailey,bailey
3027,onzichtbaar,invisible
3026,echo,echo
3026,wonderen,miracles
3022,luid,loud
3022,straling,radiation
3018,jenna,Jenna
3018,beseffen,to realize
3017,nichtje,niece
3017,boeien,fascinate
3017,behoort,belong
3017,charmant,charming
3015,planeten,planets
3014,daag,bye
3013,verslaafd,addicted
3011,voorkeur,preference
3010,genaaid,sewn
3009,vredesnaam,peacekeeper
3008,kwade,evil
3008,brandon,Brandon
3008,noodzakelijk,necessary
3007,vic,vic
3005,gebeden,prayer
3004,tovenaar,wizard
3003,prijzen,Prices
3003,gemene,mean
3003,le,le
3002,ontwikkelen,develop
3000,boyd,Boyd
3000,ademt,breathe
2999,stapte,stepped
2999,technische,technical
2995,dawson,Dawson
2994,praktisch,practical
2992,circus,circus
2991,ongeval,accident
2991,teruggeven,return
2990,protocol,protocol
2989,schut,shut
2988,biologische,biological
2988,duidelijkheid,clarity
2985,rondje,round
2984,checken,check
2983,ai,ai
2981,doordat,because
2979,blair,blair
2979,bruine,brown
2979,klaarmaken,prepare
2973,leed,sorrow
2970,marge,margin
2970,schijn,sham
2970,brooklyn,Brooklyn
2969,infectie,infection
2969,zack,zack
2969,dagelijks,daily
2968,voert,run
2968,mislukt,failed
2968,duits,German
2968,stapt,step
2964,daarnet,just
2964,bedekt,covered
2963,becky,becky
2963,opwindend,exciting
2963,zogenaamde,so-called
2963,baker,baker
2962,ogenblikje,just a moment
2962,amber,amber
2962,autoriteiten,authorities
2961,medicatie,medication
2961,ontploft,exploded
2960,contacten,contacts
2959,operaties,operations
2958,manhattan,Manhattan
2958,raketten,rocket
2957,prioriteit,priority
2956,special,specialty
2954,intelligent,intelligent
2953,lawrence,Lawrence
2953,therapeut,therapist
2952,huilt,cry
2952,koper,buyer
2950,vervloekt,accursed
2950,tegenstander,opponent
2950,au,au
2950,satelliet,satellite
2949,afnemen,to decrease
2949,uitleg,explanation
2949,kofferbak,trunk
2948,fascinerend,fascinating
2947,grand,Grand
2945,service,service
2945,schuilplaats,hideout
2943,schilderen,Paint
2942,mekaar,eachother
2941,boekje,booklet
2939,hope,hope
2937,kruipen,to crawl
2937,tempo,pace
2935,depressief,depressed
2935,huisje,cottage
2935,cameron,cameron
2932,shock,shock
2930,joodse,Jewish
2929,afgeleid,distracted
2929,product,product
2928,passagiers,passengers
2926,aanpassen,To adjust
2925,paranoïde,paranoid
2925,uitmaakt,outfit
2924,ongetwijfeld,doubtless
2922,aankwam,arrived
2922,overlevenden,survivors
2922,bestemming,destination
2920,gewelddadig,violent
2919,winkelcentrum,mall
2919,doyle,doyle
2919,sparen,save
2919,spreuk,spell
2918,papierwerk,paperwork
2918,burke,burke
2915,tandarts,dentist
2915,analyse,analysis
2913,menigte,crowd
2911,baard,beard
2911,oppas,babysit
2910,goeiemorgen,good morning
2909,ceremonie,ceremony
2909,omgekomen,died
2908,bakken,baking
2908,kennedy,kennedy
2907,officieren,officers
2907,verknald,banned
2907,vrijwel,almost
2905,hanna,Hanna
2901,vergif,poison
2900,mariniers,marines
2899,scan,scan
2898,tenen,toes
2898,tegelijkertijd,at the same time
2897,gene,gene
2897,beschrijven,describe
2897,daphne,daphne
2897,beach,Beach
2895,shawn,shawn
2895,east,east
2893,eenzame,lonely
2892,chips,potato chips
2889,grootte,size
2889,freddy,Freddy
2888,verrot,rotten
2888,gezonde,healthy
2884,luxe,luxury
2884,pijp,pipe
2883,caleb,caleb
2882,duncan,duncan
2882,afgenomen,decreased
2881,nikki,nikki
2880,huilde,cried
2878,vampiers,vampires
2877,speelden,played
2875,am,AM
2873,bekijkt,look at
2872,veertig,forty
2872,terugkeer,return
2871,oprecht,sincerely
2871,maten,sizes
2871,gelegen,convenient
2870,verzekeren,to ensure
2870,vergunning,permit
2870,geschorst,suspended
2870,werelden,worlds
2869,geleend,borrowed
2869,alvast,already
2869,pil,pill
2868,beschermde,protected
2868,oppassen,to watch out
2866,egoïstisch,selfish
2866,serena,serena
2865,uitnodigen,to invite
2863,nucleaire,nuclear
2862,verklaard,declared
2862,winston,Winston
2862,ofzo,or so
2861,minuutje,minute
2861,uitstappen,to get off
2860,your,YOUR
2860,dadelijk,immediately
2857,noord,north
2857,vastgebonden,tied
2857,graham,grain
2856,woody,Woody
2856,italiaanse,Italian
2855,eikels,fucks
2855,hunter,Hunter
2855,gijzelaars,hostages
2855,mazzel,luster
2854,blinde,blind
2852,lost,lost
2852,lijkschouwer,coroner
2849,naald,needle
2848,vreemden,strangers
2847,koeien,cows
2846,pan,pan
2845,heilig,holy
2845,sterkste,strongest
2845,leon,leon
2844,lukte,suited
2844,wachtwoord,password
2844,wyatt,wyatt
2844,patty,patty
2843,instinct,instinct
2843,harrison,harrison
2842,beperkt,limited
2842,hamer,hammer
2842,bewaken,to guard
2839,slaag,bash
2839,adams,Adams
2838,leeuw,lion
2838,wisselen,to switch
2837,metaal,metal
2837,creditcard,credit card
2837,jarenlang,for years
2835,troy,troy
2834,staal,steel
2833,chemische,chemical
2833,x,X
2833,zeuren,to moan
2832,sector,sector
2832,vreemds,strange
2832,rondlopen,walk around
2831,rosie,rosie
2830,gênant,embarrassing
2829,acties,actions
2829,tuig,rig
2829,genoten,enjoyed
2826,toast,toast
2826,getroffen,affected
2824,zach,Zach
2824,herinnerde,recalled
2824,reeds,already
2823,tegenstelling,contrast
2823,gekken,mow
2823,transport,transport
2822,communiceren,to communicate
2822,koppig,stubbornly
2821,benny,benny
2821,clyde,clyde
2820,deken,blanket
2820,doelen,goals
2819,hobby,hobby
2819,lening,loan
2818,schei,skewer
2817,vroege,early
2817,rebellen,rebel
2816,natie,nation
2815,figuur,figure
2815,nakijken,check
2815,buck,buck
2815,redding,rescue
2815,kirk,kirk
2814,alhoewel,although
2813,verbazingwekkend,astonishing
2813,kira,kira
2813,beschouw,console
2812,bell,bell
2811,atmosfeer,atmosphere
2810,lachte,laughter
2810,id,idle
2809,twijfelen,doubt
2809,examen,exam
2807,aantrekken,to attract
2806,jagers,hunter
2805,kalkoen,Turkey
2804,huwelijksreis,honeymoon
2804,elektriciteit,electricity
2802,marco,marco
2801,steeg,alley
2801,wodka,vodka
2801,warmte,Warmth
2800,verdere,further
2799,kwaliteit,quality
2799,uitstekende,excellent
2798,be,be
2797,rotsen,rocks
2797,watson,Watson
2796,tragedie,tragedy
2795,haley,haley
2794,doorgebracht,spent
2791,pat,patter
2787,politieman,politician
2787,simply,simply
2786,koppel,couple
2785,tumor,tumor
2783,appel,Apple
2783,Jan,Jan
2783,christine,Christine
2780,treden,strike
2778,wolken,clouds
2777,donald,donald
2777,gevlucht,escaped
2777,stam,tribe
2777,straal,Ray
2776,liedjes,songs
2775,dwong,forced
2773,poten,legs
2773,afvragen,questioning
2773,uitgevonden,invented
2771,gitaar,guitar
2771,verzin,come up with
2771,terugbellen,call back
2770,kletsen,to chatter
2769,December,December
2768,uitzondering,exception
2767,plaatselijke,local
2764,trui,sweater
2764,organiseren,organize
2764,compliment,compliment
2763,minnaar,lover
2755,enterprise,Enterprise
2753,kudde,herd
2753,hierna,after this
2752,neuk,fuck
2752,nora,nora
2752,adviseur,counselor
2751,em,EM
2750,opgehaald,fetched
2750,zesde,sixth
2747,aankan,cancel
2747,muis,mouse
2743,lieveling,Darling
2743,respecteer,respect
2743,spieren,muscles
2742,haak,hook
2742,aangetrokken,recreated
2741,violet,violet
2739,world,world
2738,wijsheid,wisdom
2738,herstel,recovery
2738,nachtmerries,nightmares
2737,connectie,connection
2737,cam,cam
2735,gehoopt,hoped
2734,ticket,ticket
2734,eenvoudige,simple
2732,blanken,whites
2730,harten,hearts
2730,verzorgen,take care of
2729,gedicht,poem
2727,inzien,overview
2727,freddie,Freddie
2726,kap,hood
2726,knal,pop
2726,intussen,Meanwhile
2725,kleinzoon,grandson
2724,verzetten,to postpone
2723,jaagt,hunt
2723,grey,gray
2723,eis,requirement
2721,buitenland,abroad
2720,ongeacht,regardless of
2720,g,g
2720,krijt,chalk
2720,oven,oven
2720,gps,gps
2719,januari,January
2719,benjamin,Benjamin
2719,roos,rose
2716,leuks,leisurely
2716,denise,denise
2715,zachte,soft
2715,douglas,Douglas
2715,air,air
2714,grondig,thorough
2713,bestuurder,driver
2713,vallei,valley
2713,aanvaarden,to accept
2711,heden,today
2711,hieraan,accordingly
2710,achtervolgen,Chase
2710,database,database
2709,weddenschap,bet
2707,dc,DC
2707,australië,Australia
2707,achterlijk,retarded
2707,vereerd,honorable
2705,receptie,front desk
2704,stoort,beats
2702,jessie,jessie
2699,holmes,Holmes
2698,menu,menu
2697,opende,opened
2696,klere,clerk
2696,klooster,monastery
2695,oogje,eye
2695,voorstelling,representation
2695,gestaan,steady
2694,barnes,barnes
2694,gebeurtenis,event
2693,hoofden,heads
2693,balans,balance
2692,uitspraak,pronunciation
2691,l,l
2689,logeren,stay
2688,schrik,shock
2688,medewerkers,Staff members
2688,times,Times
2687,tatoeage,tattoo
2686,visioen,vision
2686,dealer,dealer
2684,nieuwste,newest
2683,dekmantel,cladding
2683,scheppen,scoop
2682,guy,guy
2681,overtuigend,convincingly
2681,specifiek,specifically
2681,stark,stark
2680,knopen,buttons
2679,day,day
2678,ranch,ranch
2677,boter,butter
2677,golven,waves
2676,belasting,tax
2676,ridder,knight
2674,tanks,tanks
2674,bezoekers,visitors
2674,waaronder,of which
2673,gewoond,lived
2673,speciaals,special
2671,mick,mirthle
2670,May,May
2669,diploma,diploma
2668,liter,liter
2667,ontwikkeling,development
2666,wandeling,walk
2666,handboeien,handcuffs
2665,zielige,pathetic
2664,inwoners,inhabitants
2664,out,out
2663,stoere,tough
2663,lance,Lance
2662,garcia,garcia
2661,rechterhand,right hand
2661,geluiden,sounds
2661,achterdeur,back door
2660,mode,fashion
2660,afspraken,dates
2660,groepen,groups
2660,teleur,disappointment
2659,behandel,handle
2659,banken,banks
2658,hecht,close
2657,springt,jump
2657,rosco,rosco
2657,blonde,blonde
2656,ex-vrouw,ex-wife
2654,unieke,unique
2653,litteken,scar
2653,tapijt,carpet
2652,kunstenaar,artist
2650,flessen,bottles
2650,blond,blond
2649,systemen,systems
2648,schurk,villain
2648,claudia,claudia
2648,teleurstellen,disappoint
2644,sullivan,sullivan
2643,termijn,term
2643,eindigde,ended up
2643,beschrijving,description
2641,onderschat,understood
2638,kloten,kitten
2638,slangen,snakes
2637,nader,closer
2636,rent,rent
2635,gebieden,areas
2635,morris,morrise
2634,alpha,alpha
2634,publieke,public
2633,maatschappij,society
2633,opletten,NB
2632,positieve,positive
2631,vette,oily
2631,romantische,romantic
2631,organen,organs
2629,pierre,pierre
2628,beledigen,to offend
2628,loser,loser
2627,cake,Cake
2627,bestuderen,study
2626,stort,pouring
2626,stalen,steel
2626,robbie,Robbie
2626,harvard,harvard
2625,cindy,cindy
2625,varkens,pigs
2624,verberg,hide
2623,drew,drew
2622,spook,ghost
2622,hierop,on this
2621,ezel,donkey
2620,jongeren,young people
2618,geïdentificeerd,identified
2617,diagnose,diagnosis
2616,geroepen,created
2614,kijkje,look
2614,spijtig,regrettable
2613,duim,thumb
2613,vertelden,told
2612,tientallen,tens
2612,u.,you.
2610,economie,economy
2610,weerstaan,to resist
2609,gebruikelijke,usual
2609,gigantische,gigantic
2609,finale,final
2608,kitty,kitty
2607,gezegend,blessed
2607,directe,direct
2606,gewist,deliberately
2606,beweren,to claim
2605,hechtenis,detention
2604,raadsel,puzzle
2604,langzamer,slower
2604,waardeloze,worthless
2601,spionnen,spy
2601,piper,piper
2600,stoelen,chairs
2599,beschaving,civilization
2599,erna,ir after
2598,bedriegen,to cheat
2598,foute,wrong
2597,oranje,Orange
2597,verbind,connect
2596,wijk,neighbourhood
2596,traag,slow
2594,eeuwigheid,eternity
2594,eerlijkheid,honesty
2593,woonkamer,living room
2593,hot,hot
2592,bereiden,prepare
2592,vreemdeling,stranger
2592,goedgekeurd,approved
2591,serveerster,waitress
2589,fysieke,physical
2589,dappere,brave
2589,thompson,Thompson
2589,omkleden,get changed
2588,sire,Sire
2588,haai,shark
2587,klaus,klaus
2587,ademhalen,breathe
2585,zakenman,businessman
2585,geopereerd,had surgery
2584,grijze,gray
2584,daten,to date
2584,kwijtraken,lose
2583,lengte,length
2582,vereist,required
2581,lijnen,lines
2581,houston,Houston
2580,isaac,Isaac
2579,ontwerp,design
2579,betrekken,involve
2578,ongewoon,unusual
2578,elders,elsewhere
2577,duister,dark
2577,bepaalt,determines
2577,zilveren,silver
2576,ondervraagd,interrogated
2575,handdoek,towel
2573,expres,express
2572,luchthaven,airport
2571,coke,coke
2571,lerares,female teacher
2570,origineel,original
2569,dosis,dose
2569,e-mails,e-mails
2569,machtig,mighty
2567,voegen,joint
2567,mietje,miet
2567,gekust,crusted
2566,inhoud,contents
2566,ego,ego
2566,nare,nasty
2566,waardevol,valuable
2564,voorkant,front
2564,hopeloos,hopeless
2564,afgemaakt,finished
2563,avondeten,evening meal
2563,uiterste,extreme
2563,spaanse,spanish
2563,realiseer,realize
2562,lindsay,Lindsay
2562,blad,sheet
2561,geel,yellow
2559,bewaakt,guarded
2559,negeer,Ignore
2559,snor,Moustache
2558,eed,oath
2558,klopte,knocked
2558,academie,academy
2558,afzetten,drop off
2557,gewassen,crops
2556,verlopen,expired
2556,voorouders,ancestors
2555,dreiging,threat
2554,linker,left
2554,tucker,tucker
2554,griffin,griffin
